Wireless Setup,Wireless Connectivity,Windows Compatibility,Selling Price,Paper Feed,Overall Print Quality,Non-specific/Unknown,iOS Compatibility,Ink Consumption,Competitor Product Comparison,Audible Noise,Sentence,Sentence#
0,1,0,0,0,0,1,0,0,0,0,"In summary, printer is connected, no error messages, but no print output.",9106
0,0,1,0,0,0,0,0,0,0,0,"Re: Pixma MX922 can scan from utility on PC, not from machine display - Hi kujotx!",9108
0,0,1,0,0,0,0,1,0,0,0,"To have a better understanding of your issue, please let everyone know what operating system (Windows Vista/7/8 or Mac OS 10.X) you are using.",9109
0,0,1,0,0,0,0,0,0,0,0,"Re: Pixma MX922 can scan from utility on PC, not from machine display - Sure!",9112
0,0,0,0,0,0,0,1,0,0,0,"Mac OSX 10.9.3.",9113
0,1,0,0,0,0,0,1,0,0,0,"I can initiate a scan from my Mac, but that's not my problem.",9117
0,0,1,0,0,0,0,0,0,0,0,"I would place a document, insure that the PC was available, click Black & White scan, and I would observe the ""Please wait momentarily"".",9121
0,0,0,0,0,0,0,1,0,0,0,"But I could go on the utility on my Mac and execute a scan.",9123
0,0,0,0,0,0,0,0,1,0,0,"I did run out of ink recently, but have since refilled it.",9124
1,0,0,0,0,0,0,0,0,0,0,"setting up mx 922 printer.",9129
1,0,0,0,0,0,0,0,0,0,0,"there is no porthole for cd rom setup disc.",9130
1,0,0,0,0,0,0,1,0,0,0,"Re: setting up new mx922 with apple osx 10.8. there is no porthole for a cd on my Mac -- how do I c - This helped me figure it out!",9133
1,0,0,0,0,0,0,1,0,0,0,"Re: setting up new mx922 with apple osx 10.8. there is no porthole for a cd on my Mac -- how do I c - Hi Dianne, Good news!",9135
0,0,1,0,0,0,0,0,0,0,0,"No line on documents sent from PC or documents copied from the scanner glass.",9147
0,0,0,0,1,0,0,0,0,0,0,"The scan glass that the printer uses when scanning from the ADF is located to the left of the larger glass area (platen) when you open the cover.",9151
0,0,0,0,1,0,0,0,0,0,0,"Once cleaned, try scanning from the ADF again.",9154
0,0,0,0,0,0,0,1,0,0,0,"I just bought a MX922 multifunction printer for my MacBook Pro.",9156
0,0,1,0,0,0,0,0,0,0,0,"My roomie tried to print with her acer laptop and it worked.",9159
0,0,0,0,0,0,0,1,0,0,0,"Re: My MacBook Pro will not print with MX922.",9161
0,1,0,0,0,0,1,1,0,0,0,"So that the Community can help you better, we will need to know any error messages you're seeing either on your computer or the printer, and the version of OS X you've got on your MacBook as well as the way you intend to connect to your printer (USB or networked via WiFi or Ethernet).",9164
0,0,1,0,0,0,0,0,0,0,0,"I'm using Windows 7.",9181
0,0,0,0,0,1,0,0,0,0,0,"Re: MX922 Suddenly stopped printing magenta - OK.",9189
0,0,1,0,0,0,0,0,0,0,0,"I purchased this printer on 5/19/2013 from Best Buy My computer is the first Surface Pro running Windows 8.1.",9198
0,0,1,0,0,0,0,0,0,0,0,"When you select print the print window comes up and there's a selection to use double sided printing.",9203
1,0,0,0,0,0,0,0,0,0,0,"Click on the Page Setup tab.",9213
1,0,0,0,0,0,0,0,0,0,0,"I just installed a new Canon PIXMA MX922 printer to replace an older MX882.",9221
0,1,0,0,0,0,0,1,0,0,0,"I notice that the only time I can select double or single sided print option is when I print over my wifi and use my ipad.",9228
0,1,1,0,0,0,0,1,0,0,0,"When I go to print from my ipad I get the bottom window, select double sided,color and then you get the top image and slide the slider to either on or off for double sided or color.",9229
0,0,1,0,0,0,1,0,0,0,0,"Re: Support Code 2804 on Canon MX922 - Current system is Windows 7 64 bit.",9231
0,0,1,0,0,0,0,0,0,0,0,"Win 7, Pixma MX922 Tech support tried valiantly to figure this out but could not, so I'll share my solution.",9236
0,0,0,0,0,0,0,0,0,0,1,"I've not heard of that, but it was a clue that I researched.",9239
0,0,0,0,1,0,0,0,0,0,0,"Printer docs say ADF will work with 4x6 and 8.5x11.",9243
0,0,1,0,0,0,0,0,0,0,0,"Re: My MX922 is suddenly asking me to ""set my PC to start scanning"". - We have a PC running Windows 7.",9250
0,1,1,0,0,0,0,0,0,0,0,"But when we push the scan start button on the MX922, we continually get ""set my PC to start scanning"" We also have a laptop running Windows 8.1 using the MX922 over a wireless WiFi network.",9252
0,0,1,0,0,0,0,0,0,0,0,"The print function is OK on the laptop too.",9253
0,1,1,0,0,0,0,0,0,0,0,"My MX922 had been working without any problems until today it suddenly is not connected to my PC.",9254
0,0,1,0,0,0,1,0,0,0,0,"I get a message to ""set my PC to start scanning"".",9255
0,0,1,0,0,0,0,0,0,0,0,"The printer shows up on my inventory of devices but clearly is not speaking to my pc.",9257
0,0,1,0,0,0,0,0,0,0,0,"Re: My MX922 is suddenly asking me to ""set my PC to start scanning"". - Hi, nancyo!",9258
0,1,1,0,0,0,1,0,0,0,0,"Re: My MX922 is suddenly asking me to ""set my PC to start scanning"". - Hi stevensickler, When scanning wirelessly, you will want to ensure that the IJ Network Scanner Selector EX is running on your computer if you are receiving the ""Set PC to Start Scanning"" message.",9263
0,0,1,0,0,0,0,0,0,0,0,"Laptop is plugged in.",9271
0,1,1,0,0,0,0,0,0,0,0,"Printer is connected to laptop.",9272
0,0,1,0,0,0,0,0,0,0,0,"Printer is set as Default on laptop.",9273
0,0,1,0,0,0,0,0,0,0,0,"Printer shows as Offline on laptop. ??",9274
0,1,1,0,0,0,1,1,0,0,0,"So that the Community can help you better, we will need to know any error messages you're seeing, and the Computer Operating System you're using (Windows XP/Vista/7/8 or Mac 10.x), as well as the way you connect to your device (USB or networked via WiFi or Ethernet).",9281
0,0,1,0,0,0,0,0,0,0,0,"Laptop shows the printer.",9289
0,1,0,0,0,0,0,0,0,0,0,"Then you go to print and it says ""OffLine"" -- see if printer is connected.",9292
0,1,0,0,0,0,0,0,0,0,0,"No success - Hard connection.",9295
0,0,1,0,0,0,0,0,0,0,0,"Laptop directly to printer.",9296
0,1,0,0,0,0,0,0,0,0,0,"Printer is reading - PRINTER IS OFFLINE.",9297
0,0,0,0,0,0,0,0,1,0,0,"Re: how do I print in black without using my color ink on my pixma mx 922 printer?",9298
0,1,1,0,0,0,0,1,0,0,0,"So that the Community can help you better, we will need to know the Computer Operating System you're using (Windows XP/Vista/7/8 or Mac 10.x), as well as the way you connect to your device (USB or networked via WiFi or Ethernet).",9301
0,0,0,0,0,0,0,0,1,0,0,"Re: how do I print in black without using my color ink on my pixma mx 922 printer?",9305
0,0,1,0,0,0,0,0,0,0,0,"- actually it's a pixma mx 920- windows 7- WiFi- thanks",9306
0,0,0,0,0,0,0,0,1,0,0,"how do I print in black without using my color ink on my pixma mx 922 printer?",9307
0,0,0,0,1,0,0,0,0,0,0,"Remove paper from the automatic sheet feeder (in the back).",9314
0,0,0,0,1,0,0,0,0,0,0,"Gently pull jammed paper out, if any.",9316
0,0,0,0,1,0,0,0,0,0,0,"If paper is visible from the ASF, use both hands to pull the paper out slowly.",9318
0,0,0,0,1,0,0,0,0,0,0,"If paper is visible from the paper output slot, use both hands to pull the paper out slowly.",9320
0,0,0,0,1,0,0,0,0,0,0,"Load paper back into the ASF or cassette.",9331
1,0,0,0,0,0,0,0,0,0,0,"I didn't put any paper in the printer yet, according top the setup directions I have to do a number of things (like tell it to use English, put cartridges in,etc.). What's wrong??",9341
0,0,0,0,0,0,0,0,0,1,0,"or do I simply box it up and send it back to AMAZON and buy an HP printer?",9342
1,0,0,0,0,0,0,0,0,0,0,"My installation was going just fine until the disk tried to install my drivers for the Pixma MX922.",9350
1,0,0,0,0,0,1,0,0,0,0,"It just gets a few seconds into it and the installation fails at the ""cleaning up shortcuts"" message.",9351
1,0,0,0,0,0,0,0,0,0,0,"I also tried downloading the drivers from the Canon site and the same problem happens during installation from those files.",9353
0,0,1,0,0,0,0,0,0,1,0,"I have an HP Pavilion PC.",9354
1,0,0,0,0,0,0,0,0,0,0,"I have the same problem if I try to install the printer using a USB cable.",9356
1,1,0,0,0,0,0,0,0,0,0,"Re: Problems installing wireless connection to Pixma MX922 - Hi, Slotibartfast!",9358
1,1,0,0,0,0,0,0,0,0,0,"Re: Problems installing wireless connection to Pixma MX922 - Hi Slotibartfast, If you disable any antivirus or firewall software that is on your computer and then attempt to reinstall the printer, does it install successfully?",9363
1,1,0,0,0,0,0,0,0,0,0,"Re: Problems installing wireless connection to Pixma MX922 - Sorry for the confusion.",9365
0,0,1,0,0,0,0,0,0,0,0,"I'm running Windows 7.",9366
0,0,0,0,0,0,0,1,0,0,0,"Very blurry and ink never d - I have a Mac with operating system OS X Version 10.9.1....does that help?",9378
0,0,0,0,0,1,0,0,0,0,0,"Very disappointed with the quality of the pictures so far.",9380
0,1,0,0,0,0,0,1,0,0,0,"Quote: Originally Posted by osx AirPrint is the ability to talk to your iPhone/iPad without third party software to print from each device quickly.",9383
0,0,0,0,0,0,0,1,0,0,0,"When you go to system preferences on your Mac under printers & scanners does it list the Canon under both print and scan not your menu on the Canon Printer.",9384
0,1,0,0,0,0,0,1,0,0,0,"AirPrint is the ability to talk to your iPhone/iPad without third party software to print from each device quickly.",9395
0,0,0,0,0,0,0,1,0,0,0,"When you go to system preferences on your Mac under printers & scanners does it list the Canon under both print and scan not your menu on the Canon Printer.",9396
1,0,1,0,0,0,0,0,0,0,0,"Re: MX925 printout stops half way through - Canon MX922 | Win 7 | Wireless setup I'm having a similar problem, however, I'm getting no warnings.",9405
0,1,0,0,0,0,0,0,0,0,0,"Re: MX925 printout stops half way through - At this point, I'm assuming the issue was that I was printing wirelessly.",9410
0,1,1,0,0,0,0,1,0,0,0,"To have a better understanding of your issue, please let everyone know what operating system (Windows Vista/7/8 or Mac OS 10.X) you are using and if you are connected via USB or WI-FI.",9419
0,0,0,0,0,0,0,0,1,0,0,"I Even Replaced My Black Ink.",9426
0,0,0,0,0,0,0,1,0,0,0,"My MacMini with two drivers is running 10.9.3 and my wife's MacBook is running 10.6.8.",9429
0,0,0,0,0,0,0,1,0,0,0,"I just purchased a MX922 for my Mac and love it.",9432
0,0,0,0,0,0,0,1,0,0,0,"I went through the same procedure on my wife's MacBook but it did not install the ""2.0"" driver.",9436
1,0,0,0,0,0,0,0,0,0,0,"The printer and drivers are working perfectly - I just want a consistent install among computers.",9439
0,0,0,0,0,0,0,1,0,0,0,"To ensure the most accurate information is provided, please let the community know the version of Mac in use.",9442
0,0,0,0,0,0,0,1,0,0,0,"You can find this out by clicking on the Apple icon and selecting ""About this Mac"" (ex. 10.6, 10.7, 10.8, etc).",9443
0,1,0,0,0,0,0,1,0,0,0,"I need instructions on how to correctly connect my Canon printer to my Mac so i can print out documents.",9459
0,1,0,0,0,0,1,0,0,0,0,"I have everything plugged in but get a message saying my printer is not connected to my computer",9460
0,1,0,0,0,0,0,1,0,0,0,"- Hi billiddings, I can help you get your PIXMA MX922 working with your Mac, but I would need to know 2 things: 1.",9462
0,1,0,0,0,0,0,0,0,0,0,"Are you using the PIXMA MX922 with a USB cable or are you using it wirelessly?",9463
0,0,0,0,0,0,0,1,0,0,0,"To determine this, please click on the Apple in the upper left hand corner and the click on About this Mac.",9466
0,0,0,0,0,1,0,0,0,0,0,"The machine prints great, scans great, faxes great,.....but slowly.",9469
1,0,0,0,0,0,0,0,0,0,0,"Along with it came all of the great updates -- a smaller footprint and easy set up and faster print speeds.",9472
0,0,0,0,1,0,0,0,0,0,0,"It does not have the rear paper feed as my MX700 did, but as I don't print envelopes all that often I am not that worried.",9473
0,0,0,1,0,0,0,0,0,0,0,"Big boy printer - Awesome printer for the money.",9476
0,0,0,0,0,1,0,0,0,0,0,"Other than that prints come out clean and at a good speed.",9481
0,0,0,1,0,0,0,0,0,0,0,"Would buy again if on a budget, don't think it gets much better at the price.",9482
0,0,0,0,0,0,0,0,0,1,1,"Slower and noisier than expected - I bought the Pixma AIO MX922 on the advice of a B&H rep, after considering other ""top ten for 2016"" printers from HP and Epson.",9483
0,0,0,0,0,0,0,0,0,0,1,"And it's much noisier than my old one.",9489
0,1,0,0,0,0,0,0,0,0,0,"The connection to the wireless printer is a bit slow.",9495
0,0,0,0,0,1,0,0,0,0,0,"Prints nicely.",9497
0,1,0,0,0,0,0,0,0,0,0,"This is my 8th Canon printer and the wireless connection is NOT as easy as ones in the past.",9499
0,0,0,1,0,0,0,0,0,0,0,"High Value Inkjet - I'm an off and on user, mostly for documents and occasionally for pictures.",9506
0,0,0,0,0,1,0,0,0,0,0,"Though it's new in our household, pictures and papers alike look great.",9507
1,0,0,0,0,0,0,0,0,0,0,"Set up was basic and fairly easy; instructions were good, not great.",9508
1,0,0,0,0,0,0,0,0,0,0,"Had some trouble setting up the WiFi connection, but had I just relied on the intuitive on-screen instructions and ignored the written instructions I would have made the connection faster.",9509
0,1,0,0,0,0,0,0,0,0,0,"- I have only used it once and that was to see if I could print off of my phone.",9513
0,0,0,0,0,1,0,0,0,0,0,"It did and it was a good quality photo that it printed.",9514
0,1,0,0,1,0,0,0,0,1,0,"Love the flexibility and options that the printer provides - wireless print, the document feeder to print/scan multi page documents, ability to print duplex etcOn the negatives it has a very large footprint (you may want to review Epson WorkForce WF-2540 which is much smaller), and the warmup time is to slow.",9524
0,0,0,1,0,0,0,0,0,0,0,"Otherwise this is a good piece of hardware that is well reviewed and comes at a good price",9528
0,0,0,0,0,0,0,0,0,0,1,"Noisy beast - Printer seems fine (as fine as any other printer in this class), but it is ridiculously noisy.",9529
0,0,0,0,1,0,0,0,0,0,0,"I loved Canon's MX-700 which had the easiest paper loading.",9535
0,0,0,0,1,0,0,0,0,0,0,"When it died I replaced it with the Canon MX-892 which did 2-sides copies (an improvement) but changed the way paper was loaded (a drawback).",9536
0,0,0,0,0,0,0,0,0,0,1,"It sure seems to make more noise as it draws in the paper..and it seems to take longer to print that first copy.",9539
0,0,0,1,0,0,0,0,0,0,0,"A good value, has features that newer Canon products don't - This printer is able to print good pictures, fax, amongst other things.",9540
0,0,0,0,0,0,0,0,0,0,1,"The only hiccups I have noticed so far is that it is noisy and when printing for the first time takes a good while.",9543
1,1,0,0,0,0,0,0,0,0,0,"It was a little involved to set up with the CD, but once it is, it is nice to have a wireless feature to print remotely.",9546
0,0,0,0,0,1,0,0,0,0,0,"Nice quality prints and scans as well.",9547
0,0,0,1,0,0,0,0,0,0,0,"Bang for your buck - I use this printer for making DVD disc labels and DVD covers, and i must say it worked better than i thought!",9548
0,1,0,0,0,0,0,0,0,0,0,"Its great for printing wirelessly.",9549
0,0,0,1,0,0,0,0,1,0,0,"It does use a lot of ink but its still a great deal",9550
1,0,0,0,0,0,0,1,0,0,0,"Pretty easy to set up for WIFI even me to a MacBook.",9552
0,0,0,0,0,1,0,0,0,0,0,"The print looks good.",9553
1,0,0,0,0,0,0,0,0,0,0,"Good Printer - Easy to install.",9563
1,0,0,0,0,0,0,0,1,0,0,"Lots of software (maybe too much actually!) Newly installed, but seems to go through a lot of ink.",9564
0,0,0,0,0,0,0,0,1,0,0,"I mainly need a black & white printer, but this ink sucker uses color ink even when you're printing a black & white document.",9570
0,0,0,0,0,0,0,0,0,0,1,"It would be quicker to run a few blocks to my neighborhood copy shop instead of waiting for this thing to warm up by making a ton of noise and...finally spit out one measly page of copy!",9573
0,0,0,0,0,0,0,1,0,0,0,"The only reason I replaced my 10-year old Canon printer with this one is Canon no longer offered driver updates for my MacBook Pro.",9575
1,0,0,0,0,0,0,0,0,0,0,"so far, so good - B&H got my new printer shipped to me as promised The printer was a little tricky getting setup to work wirelessly my my new iMac.",9582
0,0,0,0,0,0,0,1,0,0,0,"Probably aggravated by the fact I am new to Mac, too.",9584
0,0,0,0,0,0,0,0,0,0,1,"mx922 canon - nice unit but makes a lot of noise ans takes a long time to warm up ...............",9585
0,0,1,0,0,0,0,0,0,0,0,"Too slow - It is too slow to transfer file fr PC to printer.",9587
1,0,0,0,0,0,0,0,0,0,0,"It wasn't straight forward to set-up but the supplied materials and disk helped guide us through it.",9590
0,1,1,1,0,0,0,0,0,0,0,"Good printer for the money - I use this device as a copier and also to print documents and pictures from my PC.",9593
0,0,0,0,0,0,0,0,0,1,0,"Some disadvantages - Obviously, this is a popular printer, but I was disappointed in it and thought it might be useful to note some of the problems (in no particular order): 1) I chose this printer because it appeared to have a better scanner than most 3-in-ones, and perhaps it does, but it is not as good as the old hp I was replacing.",9597
1,0,0,0,0,0,0,0,0,0,0,"It was difficult to figure out how to set up the scan, for example to even get to the screen where you can define what part of the page you want to scan, and then it also turned out that there was less flexibility than I was used to.",9598
0,0,0,0,0,0,0,0,0,1,0,"I have gone back to my old hp Photosmart for scanning, even though the printer function has died. 2. in general, the manual is not very good, and only available on line, and there is no phone help for Canon printers. 3. it prints more slowly than the various hp printers I have used and also is relatively bulky.",9600
0,0,0,0,1,1,0,0,1,1,0,"It also seems to use more ink than the hp printers I have had. 4. although the instructions for printing envelopes are clear enough, I could not get envelopes to feed, either a single envelope or a stack of them.",9601
1,1,0,0,0,0,0,0,0,0,0,"The printer is very easy to set up and was able to print wirelessly after following a few simple steps.",9610
0,0,0,0,0,1,0,0,0,0,0,"The text and photo output is superb.",9611
0,0,0,0,0,0,0,0,0,1,0,"Canon PIXMA Printer - I replace an older HP printer with a new Canon printer partly because the ink for the HP was getting hard to find and expensive.",9614
1,0,0,0,0,0,0,0,0,0,0,"The Canon printer was very easy to set up and works good.",9615
1,0,0,0,0,0,0,0,0,0,0,"I recommend this printer - Wireless setup was easy.",9617
0,1,0,0,0,1,0,1,0,0,0,"Printing from iPhone wirelessly was easy and the quality of the photo was very good.",9618
0,0,0,0,0,0,0,0,0,1,0,"Doesn't print as quickly as my HP All in One 8600 though.",9628
1,0,0,0,0,0,0,0,0,0,0,"All Good So Far - Easy set-up.",9632
0,1,0,0,0,0,0,0,0,0,0,"Established itself on my home WiFi network with no fuss.",9633
0,0,0,0,0,0,0,0,0,1,0,"The footprint is larger than comparable HP units.",9638
0,0,0,1,0,0,0,0,0,0,0,"Build quality ""feels"" cheap, but then again, it WAS cheap, so no surprise there.",9639
0,0,0,0,0,0,0,0,1,0,0,"Will have to see how ink consumption compares.",9640
1,0,0,0,0,0,1,0,0,0,0,"Canon PIXMA MX922 multifunction printer. - I owned MX892 only 2 and half years before, with error message B (200) saying turn off power and sending in for check, so I end up to purchase new MX922, installation is easy and straight forward.",9641
0,0,0,0,1,0,0,0,0,0,0,"This MX922, there is no more back side paper cassette, instead there are two paper cassette at front, so if you want print envelope address and name, use bottom tray and place only envelope and adjust size before being printed.",9645
1,1,0,0,0,0,0,0,0,0,0,"If the printer is installed wired connection and later switch to Wifi connection, then delete printer driver completely, and reinstall Wifi from CD-ROM without using USB cable.",9654
0,0,0,0,0,0,0,0,0,1,0,"Amazing Printer - I have always had Epson printers that print DVDs - however their printers that have that function are either standalone - or pricey.",9657
0,1,1,1,0,0,0,1,0,0,0,"This printer does everything and it is wireless - so my other toys can use it - ie laptop, Ipad, Iphone can use it - the price is extremely competitive.",9658
1,0,0,0,0,0,0,0,0,0,0,"Installing it is time consuming but worth it.",9659
0,0,0,0,0,0,0,0,0,0,1,"Works well - Loud and large but works well.",9662
0,0,0,0,0,0,0,0,0,0,1,"Noisy and slow - I've had this for only a short time, but I'm somewhat under-whelmed by this model.",9663
0,0,0,0,0,1,0,0,0,0,1,"It's a noisy printer, start up is slow but the print is good.",9664
1,0,0,0,0,0,0,0,0,0,0,"Though, I see than Canon has improved their wireless set-up, somewhat.",9666
0,1,0,0,0,0,0,0,0,0,0,"WORST PRODUCT I EVERY OWNED - The printer simply does not work.* It does not remember your WiFi Password so you have to connect each and every time to your network.* Slow* very BIG* Horrible UIAvoid this printer.",9667
0,0,0,0,0,0,0,0,0,0,1,"Noisy & balky - This printer replaced another Canon.",9669
0,0,0,0,0,0,0,0,0,0,1,"Also, the printer is balky, and obviously it is my fault not to check it thoroughly, as I assumed it is the same size I replaced, and it is very noisy (even in the quit option).",9673
0,0,0,1,0,0,0,0,0,0,0,"For printers with similar features, this Canon printer is best deal.",9677
0,0,0,1,0,0,0,0,0,0,0,"Would buy again - Good quality printer at affordable price.",9680
0,0,0,0,0,0,0,1,0,0,0,"Maybe that is unique to being driven by a Mac",9682
0,0,0,0,0,1,0,0,0,0,0,"Much larger than previous printer. - The quality of photos is excellent.",9683
0,0,0,0,1,0,0,0,0,0,0,"Like the feature having separate trays (Letter & photo paper).",9684
0,0,0,1,0,0,0,0,1,0,0,"Ink is expensive and does not last as long as other printers.",9685
0,1,0,0,0,0,0,0,0,0,0,"Trouble with wi-fi - could not connect up the Wi-Fi as a wireless connection.",9687
0,0,0,1,0,0,0,0,0,0,0,"It's productive, problem free and priced right.",9698
1,0,0,0,0,0,0,0,0,0,0,"Had to get another - Right out of the box, the installation didn't work and had to talk to Canon tech support.",9699
0,0,0,0,1,0,0,0,0,0,0,"The ADF is a necessary feature because I often scan multiple pages into a single PDF and it's so much easier with the ADF.",9705
0,0,0,0,0,0,0,0,0,1,0,"Works well so far - Before this printer I had an Epson 2200 that worded great for many years.",9721
0,0,0,0,0,0,0,0,0,1,0,"When it broke down I got another Epson printer, an XP800.",9722
0,0,0,0,0,0,0,0,0,1,0,"Epson sent me 3 new printers and innumerable ink cartridges to try to unclog the print heads.",9725
0,0,0,0,0,0,0,0,0,1,0,"When the Epson XP 800 clogged once again a month ago in utter frustration I took a hammer and smashed the device into pieces and threw it in my dumpster.",9727
0,0,0,0,0,0,0,0,0,1,0,"Once upon a time EPSON PRINTERS seemed to work ok but the recent models (pro and consumer) clog all the time.",9728
0,0,0,1,0,0,0,0,1,0,0,"The inks are expensive but all inks are expensive - this is the way these companies make money.",9733
0,0,0,0,0,0,0,0,0,1,0,"Great printer - I had a canon printer for 3 years and it's still functioning but I decided to try new printer and I bought an Epson but it lasted only for 6 months and it was replaced under warranty but also the second one is malfunctioning now.",9734
0,1,0,0,0,0,0,0,0,0,0,"In addition, I've read that it can have problems connecting wirelessly (e.g., coming out of ""sleep""); and I had an Ethernet cable handy, so I've connected it that way.",9738
0,0,0,0,0,1,0,0,0,0,0,"The results were excellent The photo included some complex colors in the background, and they were rendered fairly accurately.",9742
1,0,0,0,0,0,0,0,0,0,0,"My least-favorite thing about the printer has been installation.",9744
0,1,1,0,0,0,0,1,0,0,0,"I needed the installation disk for PCs, was able to just find it on the network and connect to it (with appropriate drivers automatically installed correctly) with our 2 Macs.",9747
0,0,0,0,0,0,0,0,1,0,0,"Finally, I hate the idea of heavy maintenance ink usage.",9749
0,0,0,0,0,0,0,0,1,0,0,"(In case you're wondering why I would buy this printer given that, I felt like wasted ink would be the lesser of evils vs. issues/problems Consumer Reports noted with other printers.)",9751
0,0,0,0,0,1,0,0,0,0,0,"Like it so much I purchased three so far. - This works to my liking, even though it is sometimes slow in getting started to print, but the print is clear, photos are good, the colors are good and my first one is still going strong after two and a half years of daily use.",9754
0,0,0,0,0,1,0,0,0,0,0,"I have not yet tried printing pictures but paper print quality is great.",9759
0,1,1,0,0,0,0,0,0,0,0,"I like the wi-fi capabilities and scan right to the pc over wi-fi.",9760
1,0,0,0,1,0,0,0,0,1,0,"Printer was much easier to setup and so far more reliable than my fried HP8500, however I like the paper feeder better on the HP.",9761
0,0,1,0,0,0,0,0,0,0,0,"If you are using Windows, everything works easily out of the box.",9763
1,1,0,0,0,0,0,0,0,0,0,"It also works well with Android cell phones with a free app. I was able to set up the wireless printer on Ubuntu 12.04 using drivers from Canon Europe web site but the scanner still doesn't connect to Ubuntu computer wirelessly.",9764
0,0,0,0,0,1,0,0,0,0,0,"- It prints nicely, but the thing sometimes takes 60 seconds going through some sort of gyrations before it prints.",9768
0,0,0,0,0,0,0,0,0,1,0,"Well Designed and Well Built - I bought this to primarily replace an old Epson used mostly for CD/DVD label printing.",9773
0,0,0,0,0,0,0,0,0,1,0,"This Canon not only far surpasses the Epson in this regards, but also gives sharper text for regular printing jobs compared to all of my other newer printers.",9774
0,1,0,0,0,0,0,0,0,0,0,"I was trying to print document from ios phone.",9788
0,1,0,0,0,0,0,1,0,0,0,"I am not trying to print photos either, the only way i have resolved this is to email the document to myself and print from my mac.",9791
0,0,0,0,0,0,0,1,0,0,0,"I'm running Mac OS X 10.9.",9800
0,0,0,0,0,0,0,0,1,0,0,"It ran out of black ink and after I replaced the ink, I am getting a code 1007 when I try to print.",9804
0,0,0,0,1,0,0,0,0,0,0,"There is no paper in the cassette (upper).",9809
1,0,0,0,0,0,0,0,0,0,0,"As many network setups are different, there is more than one way to setup a network attached device.",9842
0,0,0,0,0,1,0,0,0,0,0,"It was somewhat of a slow clunker but it did print pretty good, and scanned very nicely.",9849
0,0,0,0,0,0,0,0,0,1,0,"I expected better from Canon, and apparently HP has alao really gone downhill too.",9852
0,0,0,0,0,0,0,0,0,1,0,"Had bought a replacement HP for this Canon day before yesterday, as I have always done well with HP.",9853
0,0,0,0,0,0,0,0,0,1,0,"However, after reading reviews on the HP (I usually read reviews first, buy second), I didn't even bother to open the box, I just took it straight back to Costco.",9854
0,0,0,0,0,0,0,0,1,1,0,"That HP (7645) had most every issue a printer can have, and now HP has designed their printers so you can ONLY use HP ink cartridges (and it will screw you around on those too if you don't handle them just right!).",9855
0,0,0,0,0,0,0,0,0,1,0,"So what the heck gives with HP and Canon anyways?!",9856
0,0,0,0,0,0,1,0,0,1,0,"Canon, HP, people won't buy junk for very long, you'd better get that message through your head.",9858
0,0,0,1,0,0,0,0,0,0,0,"QUALITY!!!....that's right, today's consumers actually expect quality, and yes, at an affordable price.",9859
0,0,0,1,0,0,0,0,0,0,0,"You don't have to be the cheapest (price that is), but you need to have the best quality and reliability, and don't try and rip people off on print cartridges.",9860
0,0,0,0,0,0,0,0,0,1,0,"Now, in the meantime, I'll just wait for my new E**** brand printer to arrive and see if it lasts any longer than my 10 year HP or my 2 year Canon.",9864
0,0,0,1,0,0,0,0,0,0,0,"Yesterday, I received a cheque for $177., the full price that I had paid for it.",9877
0,0,0,1,0,0,0,0,0,0,0,"They deducted $20 bucks but at least I am out that and not the $90 I paid for the POS.",9889
0,0,0,1,0,0,0,0,0,0,0,"I'm thinking it is cheaper to buy a new printer.",9896
0,0,0,0,0,0,0,0,1,0,0,"One of the reasons I bought this particular printer is because it uses the same ink cartridges AND print head as my MX922.",9906
0,0,1,0,0,0,0,0,0,1,0,"I am using a Dell computer with Intel Pentium with either Internet Explorer and Mozilla Firefox Operating System that use Windows 2010.",9925
1,0,0,0,0,0,0,0,0,0,0,"After that, if you buy the key and install it, it will continue to work without having to set it back up.",9944
0,0,0,0,0,0,0,0,0,1,0,"I have several (most are HP related, which is the printer I have) and Printer Share is by far the best.",9946
0,0,0,0,1,0,0,0,0,0,0,"Load a sheet of A4 or Letter-sized plain paper in the Auto Sheet Feeder or the Cassette.",9964
0,0,0,0,1,0,0,0,0,0,0,"Open the Paper Output Tray and then open the Output Tray Extension.",9966
1,0,0,0,0,0,0,0,0,0,0,"Press the Setup button.",9971
1,0,0,0,0,0,0,0,0,0,0,"Press the Setup button.",9986
0,0,0,0,0,0,0,1,0,0,0,"Are these lines a problem with my Mac's compatibility or is it a problem common with this printer?",9999
1,0,0,0,0,0,0,1,0,0,0,"Re: With an Apple router that has no WPS button, how is MX 922 set up - Try this approach: Allowing Wireless Clients to Access Your Network Without Entering a Password If your network is password-protected using WPA Personal or WPA/WPA2 Personal, you can provide wireless clients access to your network without requiring them to enter the network password.",10000
0,1,0,0,0,0,0,0,0,0,0,"When you give a client access to your wireless network, the client doesn't need to enter the network password.",10003
1,0,0,0,0,0,0,0,0,0,0,"To allow a client to access your network without entering the network password: 1 Open AirPort Utility, select your Time Capsule, and then choose Manual Setup from the Base Station menu.",10004
1,0,0,0,0,0,0,1,0,0,0,"Re: With an Apple router that has no WPS button, how is MX 922 set up - Thank you.",10008
0,1,1,0,0,0,0,1,0,0,0,"Using Windows 7, how is MX922 printer connected to Apple router that has no WPS button, but (I believe) supports WPS?",10011
