Sentence,Sentence#
"It must be some sort of an issue like that.",11389
"PLEASE ADVISE.",11390
"Hi KruseLudington, It is recommended that you contact one of Canon's Technical Support Representatives.",11391
"To contact a Technical Support Representative, please use the link below: http://Canon.us/ContactLI Did this answer your question?",11392
"Please click the Accept as Solution button so that others may find the answer as well.",11393
"Sometimes, if I haven't used my printer for a while (several hours to a day) - then the display goes dark as expected.",11394
"Pressing any button makes the display come back.",11395
"But sometimes that is all that will happen.",11396
"Pressing ANY OTHER button on the entire front of the printer - including the power button - has no effect.",11397
"They don't beep or anything.",11398
"Pulling the power cord and plugging that back in is the ONLY option.",11399
"Has anybody run into this and how to do stop this from happening in the future?",11400
"I did reach out.",11401
"They had no solution.",11402
"What is the solution?",11403
"Re: Pixma 922 unable to scan - Hello.",11404
"Troubleshooting with our support group will have to be done to narrow down the cause of your issue.",11405
"Please contact our support group using the ""Contact Us"" link below for additional assistance.",11406
"This didn't answer your question or issue?",11407
"Find more help at Contact Us.",11408
"Did this answer your question?",11409
"Please click the Accept as Solution button so that others may find the answer as well.",11410
"Pixma 922 connected to access point; able to print wireless but not scan.",11411
"Pixma message reads: ""set the PC to start scanning"".",11412
"How/where do I do this?",11413
"Tried rebooting PC but did not solve problem.",11414
"my old canon mx922 worked with adobe acrobat My replacement mx922 prints but does NOT connect to adobe acrobat",11415
"Re: printer pixma canon mx922 - Hi!",11416
"To ensure the most accurate information is provided, we will need to know the version of Mac in use (Ex. 10.7, 10.8, 10.9), as well as how you are connecting the printer (USB or wireless).",11417
"Also, are you getting any specific error messages?",11418
"If this is a time-sensitive matter, our US-based technical support team is standing by, ready to help 24/7 via Email at http://bit.ly/EmailCanon or by phone at 1-800-OK-CANON (1-800-652-2666) weekdays between 10 AM and 10 PM ET (7 AM to 7 PM PT).",11419
"Thanks and have a great day!",11420
"how can i install my printer canon mx922 on my mac without my cd i lost it and i already went to the canon website and download the software but it still doesnt work ...HELP PLEASE",11421
"Re: not knowing what a WPS button is = useless Pixma MX922 - Sorry for your troubles.",11422
"WPS stands for Wifi Protected Setup.",11423
"It is designed as an easy way to set up the wireless connection between the wireless router and the device (printer).",11424
"You can read up more about it here.",11425
"http://en.wikipedia.org/wiki/Wi-Fi_Protected_Setup Basically, the idea is to press a WPS button on your router and within a short period of time, also press a button on the printer.",11426
"The two devices will communicate, exchange secrets and you don't have to do anything.",11427
"For those who are too nervous that this can be intercepted by the next door neighbor who can also presses a WPS button on his device, you can choose the pin method where you have to enter a simplified pin number -which is printed in the back of the router.",11428
"The catch for this is...many wireless routers do not support Wps and therefore has no WPS button for you to push.",11429
"You can't use this method then, obviously.",11430
"The instruction on how to connect without the WPS button is in the manual, which may or may not come with the printer.",11431
"You can download it via this link.",11432
"http://www.usa.canon.com/cusa/consumer/products/printers_multifunction/office_all_in_one_inkjet_prin...AndManuals Good luck to you.",11433
"Re: not knowing what a WPS button is = useless Pixma MX922 [ Edited ] - I don't have a wireless router as my mac functions as one.",11434
"NO BUTTON.",11435
"I cannot use my very expensive MX 922 at all.",11436
"I went through the setup where you choose your wifi network and sign up that way and it worked three times--connected but would not print.",11437
"wait ten minutes and HAVE TO DO IT AGAIN.",11438
"Would not print no matter how many times I did this.",11439
"There seems simply to be no way to get it to work..",11440
"I'm really sorry but it should not be this hard.",11441
"This is not 1979.",11442
"Things are supposed to be plug and Play and EASY.",11443
"SHAME ON YOU.",11444
"I cannot wait to unload this piece of garbage.",11445
"In the meantime is there a magic wand or secret incantation I can use to print a single important document while I wait for a printer from this century to arrive?",11446
"And I agree with the person above--tech support is pretty much a given in this century.",11447
"What's wrong with Canon that you can't have it too?",11448
"Re: not knowing what a WPS button is = useless Pixma MX922 - Thank you, found the blue button on the wireless router and even though it was in a different room, it worked.",11449
"I just spent $200 on a brand new useless piece of garbage called Pixma MX 922.",11450
"It is useless because the printer doesn't work.",11451
"It doesn't work because (a) nothing in the directions or on this website explains where the WPS BUTTON is that I am supposed to press. (b)",11452
"This p.o.s. does NOT enable me to choose ""standard setup"". (c) customer service is closed.",11453
"(Have you morons ever heard of opening a 24 hour/ 365 days call center in Mumbai like everybody else does nowadays?)",11454
"So I cannot call and ask the idiots at canon where this button is.",11455
"Next time I will buy HP.",11456
"I will check tomorrow and if this is deleted then I will be returning all five printers I bought today to the store.",11457
"Learn how to communicate with normal people who don't instinctively know what a WPS button is.",11458
"Re: why won't my pixma mx922 find my computer when i want to scan something?",11459
"- Hello.",11460
"Check to make sure that the settings in the IJ Scan Utility are set correctly.",11461
"This program controls the scanner.",11462
"Please perform the following to register your scanner to work wirelessly on the Mac: 1.",11463
"Open the Application folder.",11464
"2.",11465
"Open Canon Utilities.",11466
"3.",11467
"Open the IJ Scan Utility.",11468
"4.",11469
"Under Product name, choose the Network version of the printer.",11470
"Once complete, attempt to scan from the IJ Scan Utility using the Photo or Document buttons.",11471
"Then try scanning from the operator panel.",11472
"You may have to turn the printer off and back on to refresh the connection.",11473
"If you continue to have difficulties, find more help at Contact Us.",11474
"Did this answer your question?",11475
"Please click the Accept as Solution button so that others may find the answer as well.",11476
"My pixma mx922 works fine when printing (wirelessly from my Mac) However when I try to scan something, it does not find my computer.",11477
"Message keeps popping up ""please set the PC to start scanning"" and only PC listed is called Local (USB).",11478
"It does not offer the Mac up as an option.",11479
"I have checked printer settings on my Mac and the Pixma is clearly there as the default printer.",11480
"Hello.",11481
"The issue may be related to the disks being used.",11482
"If the unit is able to print normally on plain or photo papers, you may have to try using a different brand or type of disk to see if the ink sets correctly.",11483
"If the issue persists find more help at Contact Us.",11484
"Did this answer your question?",11485
"Please click the Accept as Solution button so that others may find the answer as well.",11486
"I am using blank (white) DVDs made for inkjet printing.",11487
"Not only is the print and color extremely faint but a week has gone by and the ink has not completely dried.",11488
"This was all I wanted this printer to do.",11489
"&#13;&#10;Printing onto DVDs on new MX922 is too faint to use.",11490
"Any fixes?",11491
"Cleaned the new heads, but no change&#13;&#10;Options&#13;&#10;",11492
"Hi!",11493
"Welcome to the Canon Forums and thanks for your post!",11494
"To have a better understanding of your issue, please let everyone know what operating system (Windows Vista/7/8 or Mac OS 10.X) you are using.",11495
"If this is a time-sensitive matter, our US-based technical support team is standing by, ready to help 24/7 via Email at http://bitly.com/CanonEmail or by phone at 1-800-OK-CANON (1-800-652-2666) weekdays between 10 AM and 10 PM ET (7 AM to 7 PM PT).",11496
"Thanks!",11497
"Re: MX922 scanning issues.",11498
"Error 9,244,3.",11499
"Recently updated to Windows 10. - Hi tlkaui, Since you have upgraded your operating system, I recommend installing the latest Windows 10 compatible drivers for the printer from the Canon USA website to try and resolve the scanning issue.",11500
"Please click here to go to the Drivers and Software page for your PIXMA MX922.",11501
"Once on the initial download page for your model, please do the following: 1.",11502
"Verify that the operating system detected in the ""OPERATING SYSTEM"" drop-down menu is correct, and if it is not, please click the drop-down menu to select your operating system.",11503
"2.",11504
"Next, please click on the red arrow next to the ""DRIVERS"" section and click the MP DRIVERS file.",11505
"When you do, a red DOWNLOAD button will appear.",11506
"Please click on the checkbox below the DOWNLOAD button, then click the red DOWNLOAD button to begin the download.",11507
"The time for the download process may vary depending on the speed of your Internet connection and the size of the file being downloaded.",11508
"Once you have downloaded the file, please right-click over it and select the RUN AS ADMINISTRATOR option to launch the installation program and install the drivers on your computer.",11509
"Once the drivers have been reinstalled, please attempt to scan again.",11510
"If you still experience difficulty, we ask that you please call or email us using one of the methods on the Contact Us page for further assistance.",11511
"Did this answer your question?",11512
"Please click the Accept as Solution button so that others may find the answer as well.",11513
"Re: MX922 scanning issues.",11514
"Error 9,244,3.",11515
"Recently updated to Windows 10. - Thanks, but I've already tried that to no avail.",11516
"First time using the scanner since I updated to Windows 10.",11517
"I get a message saying that I don't have the required privileges to access the folder, even though it's running under my administrator login.",11518
"Please help!",11519
"Re: MX922 scanning issues.",11520
"Error 9,244,3.",11521
"Recently updated to Windows 10. - Hello.",11522
"Additional troubleshooting will have to be done to narrow down the cause of your issue.",11523
"Please contact our support group using the ""Contact Us"" link below for additional assistance.",11524
"This didn't answer your question or issue?",11525
"Find more help at Contact Us.",11526
"Did this answer your question?",11527
"Please click the Accept as Solution button so that others may find the answer as well.",11528
"This did not work for me.",11529
"I have 2 other computers that communicate fine with this printer.",11530
"Any other thoughts?",11531
"Don't believe it is a ""windows"" issue, just bad driver installation that has yet to be corrected.",11532
"This article was very helpful.",11533
"After executing the steps mentioned my printer connected seamlessly.",11534
"Canon should include these helpful solutions in their printed directions that come with the printer.",11535
"This experience left me with a negative opinion of Canon.",11536
"I'm so frustrated and so mad at Canon.",11537
"I wasted so much time.",11538
"Thank you so very much.",11539
"After a couple of hours of struggle this solution fixed it.",11540
"Canon, please fix this issue.",11541
"thanks.",11542
"Well, for me, I had the drivers already installed when I ""upgraded"" to Win 10 and they worked fine.",11543
"Until the first time I had to reset Win 10.",11544
"Then I reinstalled, worked fine, had to reset.",11545
"Then I reinstalled and, again, my printer was working fine for quite some time.",11546
"The drivers were installed, they were working fine, then several Win 10 updates later they stopped working.",11547
"The installation was not the problem.",11548
"Not saying that installation might not be a problem for others but for me?",11549
"It makes no causal sense whatsoever.",11550
"This describes my problem to a T. Pixma MX922. using win 10 /64. ver 1607.",11551
"I have applied every suggested ""fix"" on this chain of posts.",11552
"Nothing!",11553
"I have two other computers communicating perfectly with this printer.",11554
"Why Why Why ????",11555
"please advise.",11556
"Re: MX920 trying to print from wrong tray using iOS - Actually, it's an MX922...if that makes a difference.",11557
"Thanks.",11558
"Greetings!",11559
"I am trying to print a picture from my cell phone with iOS to my MX920, but it always wants to print from the upper tray.",11560
"I want it to print from the lower tray.",11561
"How can I do this?",11562
"Thank you!",11563
"Re: MX920 trying to print from wrong tray using iOS - Hi Captain59, When printing from your wireless devices via Apple AirPrint, the paper size and tray that will be printed from is selected automatically according to the application software being used on the device, and the region in which AirPrint is used.",11564
"When Apple's photo application software is used, the default paper size is 4x6, so the printer will feed from the upper cassette tray.",11565
"If you want to print in another paper size such as 8x10 or from the lower cassette, you will need to use a program that has that paper size as a selectable option and print from that program to the printer.",11566
"Hope this helps!",11567
"This didn't answer your question or issue?",11568
"Please call or email us at one of the methods on the Contact Us page for further assistance.",11569
"Did this answer your question?",11570
"Please click the Accept as Solution button so that others may find the answer as well.",11571
"How do I clear B220 code on MX922 printer",11572
"Hi tlo1957, It is recommended that you contact one of Canon's Technical Support Representatives.",11573
"To contact a Technical Support Representative, please use the link below: http://Canon.us/ContactLI Did this answer your question?",11574
"Please click the Accept as Solution button so that others may find the answer as well.",11575
"I have a MX922 and love it BUT since I upgraded to Windows 10 yesterday I can't figure out how to scan.",11576
"I used to use ""Image Garden"" on Windows 8.",11577
"If I use the scan button on the MX922 it says to ""Set the PC to start scanning"".",11578
"The printer function works fine.",11579
"So far it works great - nice printer for the money - It has a few quirks and it takes a long time to warm up.",11580
"Also, we don't have DSL so I still have to pay someone to fax and item....that would be something I should have thought of myself.",11581
"So far it works great - nice printer for the money.",11582
"I was one of the people who got ripped off when we bought the last Canon printer - the Pixma 960.",11583
"I had to buy a part for that when the printer head went bad.",11584
"There was a class action suit that the plaintiffs won.",11585
"Buy that time, however, I would have had to dig through my past receipts to get a $50. settlement for this problem.",11586
"Interestingly, Canon support was quite helpful when I needed to find out how to scan items to my computer.",11587
"That wasn't easy for me to figure out but the guy went through all of the steps.",11588
"Perhaps Canon is trying to mend their ways.",11589
"Anyway, I only bought another Canon printer because of the cost and the ratings here on Amazon.",11590
"Otherwise I would never have gone back to Canon since the last one was not only costly but cumbersome.",11591
"Not as great as promised. - It arrived on time, but that's about all it has going for it.",11592
"It takes forever to print, to fax or to do anything at all.",11593
"I'm almost wondering if I received a defective device.",11594
"Would not buy again and would not recommend to anyone.",11595
"It was a waste of money.",11596
"I bought this printer September 2014, the 1st one ... - I bought this printer September 2014, the 1st one came and it did NOT work, I returned it.",11597
"The 2nd one came and starting working without any problems....that was Short-Lived....",11598
"I am unable to print as the printer does not recognize that it has paper.",11599
"I thought ok it again and it still is not working.",11600
"I have not used this printer enough to replace the ink.....yet it does not work.",11601
"Choose a different brand...Frustration is not worth the cost.",11602
"Verdict?",11603
"Worthless. - I had respect for Canon.",11604
"They lost that respect.",11605
"All the effing aware I got from this got deleted.",11606
"It didn't function right and kept restarting my pc.",11607
"Look for a different printer - This really is not a great printer.",11608
"We own two of them in our office.",11609
"They are easy enough to set up and use but the printing quality gets worse and worse.",11610
"We bought the first one about two years ago and it was pretty good for the first six months so we bought another one.",11611
"Soon after that, the first one started printing fuzzy lines and text, almost a double offset image.",11612
"It only does that in one direction as it prints left-to-right and then right-to-left so bands of the printed page look good while other bands of print look horrible.",11613
"Now the second printer is starting to do the same thing.",11614
"We do a lot of AutoCAD work here which is one of the main reasons why we need a printer.",11615
"We need to be able to print drawings and details for our projects to relay ideas to coworkers and contractors.",11616
"This printer does something weird with the lines when it prints them out.",11617
"I don't even know what it's trying to do.",11618
"It looks like the vector translation (or whatever) is really messing up.",11619
"It's pointless to use this printer with AutoCAD.",11620
"The scanner works very well and I really like the ADF",11621
"Really like this printer!",11622
"- So far a very good printer.",11623
"It take a rather long time to start up, it is a little noisy but here are a few things to consider; I sit very close to the printer.",11624
"Also, the warm up takes some time because there are so many things the printer can do for such a compact machine.",11625
"I love the fact that I can print on both sides ( saves on paper), enlarge or reduce copies & two paper trays.",11626
"The best part is the paper tray for your printed materials, it pops open with the arm extension & the extension automatically slides down when the door is closed.",11627
"Worth the money for a small home office.",11628
"I'm happy with the purchase.",11629
"I had high hopes... - I ordered this in August and it was working very well for me.",11630
"I'm a teacher and wanted a printer in the classroom for extra and color copies.",11631
"I only had it for 4 months and it jammed.",11632
"After I cleared the paper, I got a code 6000 which basically means that something went wrong inside the printer.",11633
"I've looked through the internet for trouble shoots and the conclusion I've come to is that it's useless.",11634
"Be very aware of this when you order your printer.",11635
"you could have breakfast in the time it makes 1 copy - I have 2 different models of the PIXMA copiers they are the slowest copiers I have ever used.",11636
"You could go make breakfast and it wouldn't be done.",11637
"If you have a paper jam all you have is a little trap door to pull the paper out of and if there is any small piece of paper you can't get to through the trap door you just have to keep trying to force paper through it til it finally pushes it out",11638
"Not a bad printer for the price. - Got this on December 5, 2015 and after spending some time slapping it around the room, here are my impressions.",11639
"Things I liked: Internal Dual Paper Trays, so dust will not settle on paper when printer is idle.",11640
"CD Tray* that lets you print on Printable CDs/DVD's* Dual copy buttons, one for B&W, & one for Color.",11641
"Came with 5 ink tanks.",11642
"Ink is easy to change.",11643
"Comes with a 5 sheet sample pack of 4x6 Photo Paper Plus Glossy II for your uncensored media printing pleasure.",11644
"Photo Print quality on the included photo paper is pretty good.",11645
"Fast B&W Printing!",11646
"Scanner quality is not bad.",11647
"Scanned images quickly.",11648
"Things I kind of did not like: Very Glossy Surface is a magnet for dirt & finger prints, so prepare to wipe often.",11649
"Having to get used to putting documents facing UP when making copies.",11650
"Takes at least 3 minutes for a mandatory first cleaning, & another 5-10 minutes for print head alignment.",11651
"You have to pull out upper paper tray to gain access to the disc printing tray*.",11652
"This might be annoying, & just best left out if you use print to disks often.",11653
"Paper output tray automatically deploys when you start to print, but when you are done, you will have to manually close it yourself.",11654
"Can be a bit noisy. 4ft long power cord is too short for me.",11655
"Things I really did not like: If you plan to use this as a network Printer, you must buy or have a Ethernet Cable handy.",11656
"If you plan to connect this directly to your computer via USB, you will have to have or buy a USB 2.0 Cable (A-Male to B-Male) When you use the scanner, the Document Cover slams down hard and not gently if you let it go, and there are no rubber cushions to soften the Document Cover.",11657
"This might cause physical damage over time to the LCD and buttons, so make sure you gently lower the cover yourself.",11658
"Other Things: Don't have a phone line, so was not able to test out the Fax Functions.",11659
"Have not used the Wireless printing option yet.",11660
"Final Thoughts: Not a bad printer for the price!",11661
"It has it's good & bad, but the good outweighs the bad.",11662
"The question is, how long will this thing last before the Print Heads start giving out to the point where nothing short of replacing them will get this thing to print right.",11663
"Also, since is pretty much a ""All In One"" device, If one thing breaks, you will just have to toss the whole thing out.",11664
"One Star - Had to replace it after a week then the second one died",11665
"Four Stars - Slow but good quality.",11666
"picture quality isn't the best I've seen Uses to much ink and its very ... - takes to long to warm up.",11667
"picture quality isn't the best I've seen Uses to much ink and its very big not good for an apartment",11668
"BUYER BEWARE!!",11669
"- Printer stopped working just after a month of my purchase.",11670
"Every time I try to print now the printer will make crazy noises and then a support code of, ""An error has occurred.",11671
"The printer needs repair.",11672
"Follow the steps below.",11673
"1.",11674
"Turn the device off and unplug the power cord from the supply.",11675
"2.",11676
"See the manual and contact the service center.""",11677
"I have tried contacting the service center, and have tried everything I have been told, but still my printer is malfunctioning.",11678
"Connectivity is also a big issue with this printer so be ready to have to plug into your USB when you need to print.",11679
"Quality of print is not the best, as the colors also seem to be a little light.",11680
"Very disappointed since most reviews of this printer rave about the great quality and good deal.",11681
"Now I am stuck with a piece of junk that I thought I was getting for a good deal - being a student, wasting money is probably the most frustrating part of this whole purchase!",11682
"not worth it!",11683
"- bought this printer back in may 2014.",11684
"It lasted a little more than a year, and now the printer head went bad!!",11685
"don't waste your money!!",11686
"Ink usage seems to be pretty good as well - The only negative I have to say about this printer is the time it takes for the initial setup.",11687
"It's a process for sure, but once it's done, it just works and works well.",11688
"Prints fast and has all the bells and whistles.",11689
"Ink usage seems to be pretty good as well.",11690
"Time will tell, but for now I am more than satisfied with this printer, especially at this price point.",11691
"Been working well.",11692
"I did lose connectivity for some ... - Been working well.",11693
"I did lose connectivity for some reason at one point, and had to reinstall all drivers.",11694
"Didn't make sense, but it's working.",11695
"this is the worst printer i have ever used - this is the worst printer i have ever used.",11696
"an absolute piece of crap.",11697
"canon should do them selves a very big favor and stick to making cameras.",11698
"after throwing the printer out the door i was going to repack the left over garbage {piece of crap} and send canon back there piece of garbage that i purchase from them just to show them how i felt about there product.",11699
"this printer actually cost me a job that i could not complete and when some thing cost me money out the door it goes flying just like this piece of crap {except it had no wings}.",11700
"really hard but well deserved landing.my reasons for destroying this imitation printer is [1] it cost me time and money [2] it is super super slow { you can literally turn this garbage on, go prepare lunch, come back to it and it might be ready to go} smh slow as hell.",11701
"[3]ink starts to run of the paper.",11702
"how does this happen?",11703
"who knows.",11704
"ask canon.",11705
"maybe they can answer that.",11706
"[4] red screen keeps popping up due to paper error { i would open the paper tray to clean it out and find that there is no paper in there.",11707
"this is the madness that i was going through.",11708
"so to avoid aggravation do your self a favor and leave this garbage right on the shelf",11709
"Without a doubt this is the worst piece of technology I've ever purchased in my life - Without a doubt this is the worst piece of technology I've ever purchased in my life.",11710
"After trying for 3 weeks to get it to work properly, the thrill of putting it back in the box and getting rid of it is indescribable.",11711
"If you are looking for a MySpace meets AOL type of experience or want to send it as a gag gift to a friend then by all means go for it.",11712
"Otherwise, save your money for something less frustrating, like herding cats or watching political debates.",11713
"Didn't expect it to occupy 1/2 of my desk space ... - Didn't expect it to occupy 1/2 of my desk space.",11714
"My fault.",11715
"Still trying to figure out how to scan and print; no written instructions sent to me.",11716
"Not my fault.",11717
"Only last 2 years - The product only last for 2 years.",11718
"The ink tank stuck one place and not move any more.",11719
"Error codes as soon as plugged in - Opened this up, plugged in and immediately got error messages.",11720
"Does not even let you get to the set up screen",11721
"Connectivity Issues, Sometimes - When it works, it's great.",11722
"The bluetooth connectivity seems to be touchy and is random.",11723
"Some days it'll tell me another computer is using the machine, but I'm the only one around to use it.",11724
"Other days it tells me that it can't find the printer, where as, hours later, it'll print just fine.",11725
"It's frustrating when you have to plugin it in directly and you're in a hurry, but other than that, it does its job!",11726
"The scan to computer feature works like a charm, every time.",11727
"eye candy... - My Pixma looks great and it does an OK job turning out nice work.",11728
"That being said it's much much slower setting up for a simple single page of text than my old HP.",11729
"Utility options with HP (like accessing the print preview and functions it can perform) was noticeably more user friendly with HP.",11730
"The Canon ink supply always seems to be running out - one cartridge or another, or multiples - rather quickly.",11731
"Great looking machine, but next time I'll go with HP, it's a printer more suitable for grown-ups.",11732
"Slow and awful - I have had this printer for 2 years.",11733
"It is awful in so many ways.",11734
"It has to be the slowest printer on the planet.",11735
"And for the last year every other line of text is blurry.",11736
"It is simply the worst printer I have ever owned.",11737
"Picture shows what we have been putting up with the last year.",11738
"I took a photo of the text from canon website explaining how to fix this problem.",11739
"Tried the solution 5x to no avail.",11740
"This is the last Canon I will ever buy,.",11741
"and would not recommend it to anybody else - This printer goes through ink very quickly.",11742
"For what I have spent for ink cartridges in the past six months, I could have bought two new printers.",11743
"Not sure if this is deliberate marketing ploy to sell the printers cheap, but charge a fortune for the ink.",11744
"Also, I have not changed an ink cartridge yet without getting ink on me.",11745
"I have never had this problem with any other printer.",11746
"I will be replacing this printer, and would not recommend it to anybody else.",11747
"I wanted to like it, I really tried... - I wanted to like this printer.",11748
"I mean, fancy brand and it IS the #1 printer on Amazon, so there has to be something great about it.",11749
"My printer lasted exactly 15 months, just 3 months long enough to be out of the warranty period.",11750
"It started printing portions of lines instead of full ones, I replaced the ink and used it regularly.",11751
"I looked up my issue and sounds like it needs a new inkhead.",11752
"Which are $65.",11753
"I can just buy a new printer for that amount and not risk the solution not working.",11754
"Then I started thinking of all of the problems this printer has given me in it's short life....Oh how it would never connect with my printer in standby mode.",11755
"If I didn't manually get up and make sure the machine's screen was actively ON (which defeats the purpose of wireless) then it would never pick up the signal from my Mac to print.",11756
"Half the time if I sent the job to the printer in standby I would need to completely restart the printer to get it to recognize the print job in queue.",11757
"The printing is slow.",11758
"Legal size paper won't scan.",11759
"The ink gets used up super quickly and the printer won't print in just B&W if the color cartridges are not full.",11760
"The machine itself is super bulky for what seems like no reason.",11761
"I should have read the bad reviews first.",11762
"I know better for next time.",11763
"Expensive Ink Cartridges and Poor Quality Photo Printing - Letter printing, scanning and copying is fine.",11764
"Photo printing is overly complex and poor quality.",11765
"Canon's ink cartridges are VERY expensive.",11766
"If you have the cartridges refilled at Costco or elsewhere for 1/2 the price of a new cartridge, Canon has designed the printer so the refilled cartridge continues to register as empty.",11767
"I will look at other vendors before purchasing another Canon product.",11768
"Better ones available for price. - This sucks compared to the Epson workforce 645 I have.",11769
"This one is damn slow and delicate and needs lot of ink.",11770
"Might be okay for under $50 range.",11771
"Everything else is great, but the printing problem is significant - I'm an idiot and have owned two of these.",11772
"They really have a problem keeping the wireless printing connection and it drives me crazy.",11773
"Everything else is great, but the printing problem is significant.",11774
"If return wasn't so expensive, I would have send this trash back to Canon - High quality printing?",11775
"Bulls***, the printing this ""High Quality Printer"" prints is the worst I have ever seen.",11776
"I used the ink that came with it, ran bunch of cleaning jobs, and still, print quality is a piece of garbage.",11777
"Even my oldest HP printer does better than this trash.",11778
"So far it seems to be a very good printer.",11779
"I am a Hewlett Packard devotee - The price was RIGHT!!!",11780
"So far it seems to be a very good printer.",11781
"I am a Hewlett Packard devotee, but I am a bit tired of the cost of the ink for the printer.",11782
"Therefore, I decided to give CANON a try.",11783
"So far I am pleased.",11784
"Waste of money. - Please stay away from this printer.",11785
"All it does is give a ""load paper in upper tray"" error even when there is paper in the lower tray (technically it shouldn't even be looking for paper in the upper tray).",11786
"I can't even load standard sized (Letter) paper in the upper tray as it is way smaller.",11787
"Plus it doesn't work with google docs or anything on google chrome.",11788
"Waste of money.",11789
"And the ink is so expensive and hard to find too.",11790
"Go with Brother printers instead.",11791
"I have bought two of those for my business and they work great, and they are way cheaper.",11792
"This is the worst printer I have ever purchased - This is the worst printer I have ever purchased.",11793
"The quality is bad.",11794
"It is very complicated to use.",11795
"Worst of all, it loses the connection to the printer.",11796
"Three Stars - error code right from box, called canon they sending another out,",11797
"Gorgeous printed photos but lame software options for creating cards and gifts at home - Gorgeous printed photos but lame software options for creating cards and gifts at home.",11798
"Come on Canon, HP's got you beat on that one!",11799
"Good quality prints,a little slow but price generates smiles. - Printer connected quickly and easily to all home devices.",11800
"Print quality is good.",11801
"Colors (and black) are rich and consistent.",11802
"It is somewhat compact for a ""full-featured"" unit.",11803
"So far, after a couple of months of home use, laying ink on a variety of bonds, I am very pleased.",11804
"Four stars because it is somewhat slow and the paper outfeed tray mechanically deploys when you print.",11805
"To keep the whole unit as compact as in the primary picture, you have to close the outfeed tray up after each print.",11806
"Not a big deal, but I worry about that much mechanical cycling of a conglomeration of plastic parts.",11807
"The good news is, if I am printing a room away via Bluetooth, the mechanical opening gives me an audible queue that the printer has received my request to lay ink.",11808
"On a lightning deal, for under $80, can't go wrong.",11809
"I will update if anything fails or after some extended mileage.",11810
"Wireless print fails frequently - The printer keeps dropping wireless connections which requires powering off the machine.",11811
"Often during powering off (using on/off button), it just hangs and then I'd have to pull the plug to turn it off.",11812
"Also, it takes really long time to print and makes a lot of noise calibrating.",11813
"I was really happy with an earlier Canon model that prints much quicker.",11814
"The price for the printer has gone down but the quality is worse.",11815
"I like this printer very much - I like this printer very much.",11816
"The only reason I did not give 5 stars is because it keep going offline and takes long time to get it back.",11817
"But maybe is just me that don't know to operate it.",11818
"Great printer - Takes awhile to initially set up.",11819
"At least it did for me.",11820
"About 45 minutes.",11821
"Great print quality.",11822
"Researched what I wanted and the specs on this printer fit my bill.",11823
"It is good, BUT... - I don't find this very handy.",11824
"I print a lot of Priority Mail Labels and they are too small for this printer.",11825
"I have to use my other computer with an older Canon Printer.",11826
"The way the paper is held in a lower tray you can not see how much paper is left.",11827
"I have had a number of Canon Printers and have liked each one, but not so much this one.",11828
"I also don't like the five color cartridges.",11829
"It does make great color pictures, but so do the other Canon Printers with three cartridges...",11830
"Patience needed for wireless signal and time for first page print - Takes a bit of time to receive wireless print signal, and takes some time to prep cartridges for the first page print.",11831
"Once it prints, it is very fast and precise on color and resolution.",11832
"Cartridge ""low ink"" warning appears to be issued quite early, it has run more than two months with that message.",11833
"Won't replace until printer stops completely.",11834
"Will try compatible ink as replacement since the cost is prohibitively high for OEM ink.",11835
"Overall we like this better than earlier Epson models.",11836
"Works really great!",11837
"At first... - I've owned this printer for over a year, and in that time, I have had to call tech support no less than 4 times to help with connectivity issues.",11838
"Every 3 months or so, the printer forgets the IP address.",11839
"Tech support tried to blame my ISP, even AFTER getting a brand new router.",11840
"Then, even though all my ink tanks are at least half full, the color print quality is garbage.",11841
"If you want a printer that is cheap and will work for about 6 months, this is the one to buy!",11842
"Don't Buy This Printer!",11843
"- I ordered this Canon MX922 printer as a replacement for a Canon MX860 that died after years of trouble free operation.",11844
"It's been a disaster.",11845
"I use it to print wirelessly from 3 different laptops running Windows XP, 7, and 8.1 respectively.",11846
"The printer seems to go into standby and won't wake up.",11847
"Sometimes turning it off and back on will get it going but other times, I have to reset my router to get it printing.",11848
"When printing multiple pages, it will print partial pages or quit printing altogether.",11849
"I found reviews online that confirm that this is a known problem with this model.",11850
"The reviews also note that Canon customer service is unable to offer a solution to the problem.",11851
"Not good if you're in a rush. - Good quality printer, but very slow.",11852
"It scans very well, too.",11853
"Warranty claim needed after six months - The printer arrived quickly, was very easy to set up, and gives good quality output, both from documents and from photos.",11854
"However, there are a few negatives: (1) Canon ink is, of course, very expensive.",11855
"I ordered cartridges from Arthur Mall, which has excellent reviews on line.",11856
"So far, all of their cartridges have worked fine, produced excellent quality output, and APPEAR to last longer - no actual data.",11857
"(2) The printer takes an incredible amount of time getting ready to print, and then muttering afterwards.",11858
"I don't know what it's doing, but it is annoying.",11859
"(3) and most serious - Just last week, the paper output tray failed.",11860
"It is clearly a mechanical problem.",11861
"I can still print, but need to catch the paper manually!",11862
"After the new year, I am going to contact Canon to see if it can be fixed or must be replaced, and we will see how they handle a warranty claim.",11863
"I shudder!",11864
"Canon PIXMA 922 is not printing with magenta ink.",11865
"there is plenty of ink.",11866
"What should I do?",11867
"I did a cleaning but it did not help.",11868
"I have my mx922 connected wirelessly and there are several Apple products that communicate fine and a pc that is hardwired to the router.",11869
