Sentence#,Wireless Setup,Wireless Connectivity,Windows Compatibility,Selling Price,Paper Feed,Overall Print Quality,Sentence,Wireless Setup_predicted,Wireless Connectivity_predicted,Windows Compatibility_predicted,Selling Price_predicted,Paper Feed_predicted,Overall Print Quality_predicted
2013,0,1,0,0,0,0,"Some serious wi-fi and VOIP flaws prevent this printer from being great - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) This printer does everything as advertising except for one glaring issue: Wifi.",0.0,1.0,0.0,0.0,0.0,0.0
17536,0,0,1,0,0,0,"error code 9,244,3. "" you do have privilege"" will not let me scan after changing to windows 10.",0.0,0.0,1.0,0.0,0.0,0.0
6975,0,0,0,1,0,0,"Very Good for the Price - For the price, this printer has been great!",0.0,0.0,0.0,1.0,0.0,0.0
4948,0,0,0,0,0,0,What I found when I went looking for customer reviews was I saw more issues with things like jamming and ink issues with the HP and Epson printers that were in my final round of choices.,0.0,0.0,0.0,0.0,0.0,0.0
6015,0,0,0,0,1,0,"With this new printer, the same tray is used to feed paper and envelopes--what an inconvenience for me.",0.0,0.0,0.0,0.0,1.0,0.0
1325,0,0,0,0,0,0,"The MX922 is not an ink hog, though cartridges are still more costly than I would like.",0.0,0.0,0.0,0.0,0.0,0.0
10472,0,0,1,0,0,0,Do I need a new driver for Win 10 and this printer?,0.0,0.0,1.0,0.0,0.0,0.0
18166,0,1,0,0,0,0,"If you do not use your printer, the router will stop sending wireless signals to it and will become disconnected from the network.",0.0,1.0,0.0,0.0,0.0,0.0
6067,0,0,0,1,0,1,"MX922 good value for the money. - The MX922 all-in-one does an excellent job of printing, scanning, copying and faxing.",0.0,0.0,0.0,1.0,0.0,0.0
7845,0,0,0,0,0,1,printing is rarely successful; and every operation takes an ... - printing is rarely successful; and every operation takes an exceedingly long time.,0.0,0.0,0.0,0.0,0.0,0.0
10556,0,0,0,0,0,0,"Takes a little longer than I'd like to get started, but so far I would recommend this printer.",0.0,1.0,0.0,0.0,0.0,0.0
4644,0,0,0,0,0,0,This one has a number of excellent features and is easy to use with my Dell computer.,0.0,0.0,1.0,0.0,0.0,0.0
3443,0,0,1,0,0,0,I have also been experimenting with Linux and converted an older laptop to Linux.,0.0,0.0,1.0,0.0,0.0,0.0
6326,0,0,0,0,0,0,Won't buy this - I had an older Canon printers and it was easier to use that this model.I find that the ink is much more expensive and it uses more ink just to warm-up before printing.,0.0,0.0,0.0,0.0,0.0,0.0
6450,0,0,0,1,0,1,A great value and print quality is excellent.,0.0,0.0,0.0,1.0,0.0,0.0
10016,0,0,0,0,1,0,"When I press OK, it just doesn't seem to pick up paper from the tray...it works at it for a minute, then get the 'support code'.",0.0,0.0,0.0,0.0,0.0,0.0
116,1,0,0,0,0,0,I had troubling installing the printer wirelessly.,1.0,1.0,0.0,0.0,0.0,0.0
19624,0,0,0,0,0,0,I took it out and cleaned it and put it back - still same error I even did a hard factory reset - no luck Since i have more toner for this unit - and i see a new one is 76.00 on amazon - looks like the printhead is more than the printer - should I just buy another one???,0.0,0.0,0.0,0.0,0.0,0.0
5799,1,0,0,0,0,0,"I followed the instructions, set up the wifi installed the drivers and basically that is where their instructions stopped.",1.0,0.0,0.0,0.0,0.0,0.0
4469,0,0,0,1,0,0,Best printer for the money - What's great about it: You can't find a better printer for $100.,0.0,0.0,0.0,1.0,0.0,0.0
7184,0,0,0,0,0,0,I had less problems with my little $20 HP printer.,0.0,0.0,0.0,0.0,0.0,0.0
15483,0,0,0,0,0,0,It is recommended that you contact one of Canon's Technical Support Representatives.,0.0,0.0,0.0,0.0,0.0,0.0
4655,0,0,0,0,0,0,"Great Printer, very versatile - What's great about it: Easy to use, lots of features and versatility . What's not so great: Take a while to print sometimes, usually the first few prints at start up.",0.0,0.0,0.0,0.0,0.0,1.0
10415,0,1,0,0,0,0,"While there are several threads about MX922 disconnecting from a wireless network, I have not found any that talk about this issue happening when an open network is created.",0.0,1.0,0.0,0.0,0.0,0.0
19776,0,0,0,0,1,0,"Gently pull jammed paper out, if any.",0.0,0.0,0.0,0.0,1.0,0.0
1759,0,0,0,0,1,0,"The MX922 has slightly bigger ink cartridges, can hold more paper in the bottom tray, is slightly less deep, has the same width, but is slightly taller.",0.0,0.0,0.0,0.0,1.0,0.0
6404,1,0,0,0,1,0,"Pros: Easy To Set Up, Easy To Use, Fast Print Time Cons: Lacks Separate Sheet Feed, Large Footprint Best Uses: Black & white Documents Describe Yourself: Heavy Duty User Primary use: Business Bottom Line: No",1.0,1.0,0.0,0.0,0.0,0.0
10203,0,1,0,0,0,0,I need instructions on how to correctly connect my Canon printer to my Mac so i can print out documents.,0.0,1.0,0.0,0.0,0.0,0.0
12357,0,0,0,0,1,0,Open the Paper Output Tray and then open the Output Tray Extension.,0.0,0.0,0.0,0.0,1.0,0.0
13482,1,0,0,0,0,0,"Prior to reinstalling the printer, please temporarily disable any antivirus or firewall software that may be on your computer, as these programs sometimes prevent the printer from being detected and installed successfully.",1.0,0.0,0.0,0.0,0.0,0.0
8974,0,0,0,0,0,0,"When I attempt to scan from the printer itself, I get a message: Processing....",0.0,0.0,0.0,0.0,0.0,0.0
428,0,0,0,0,0,1,In standard mode print quality seems pretty clean so far.,0.0,0.0,0.0,0.0,0.0,1.0
19578,0,0,0,0,0,0,"I understand for a 5"" x 7"" the printer will auto select the top tray, but it jams constantly.",0.0,0.0,0.0,0.0,0.0,0.0
17883,0,1,0,0,0,0,Not a good choice for college students.... - No printer cable included for colleges that do not allow printers on their Wifi network which is the majority of universities.,0.0,0.0,0.0,0.0,0.0,0.0
4095,0,0,0,0,0,0,"Code 10,242,7.",0.0,0.0,0.0,0.0,0.0,0.0
7648,0,0,0,0,0,0,Also printed very slow and used up ink fast.,0.0,0.0,0.0,0.0,0.0,0.0
15923,0,0,1,0,0,0,Canon needs to update their software for windows 10 ASAP AND make it very apparent on their web site.,0.0,0.0,1.0,0.0,0.0,0.0
8840,0,0,0,0,0,0,Can't find the software to hookup my husbands 2010 macbook.,0.0,0.0,0.0,0.0,0.0,0.0
3639,0,0,0,0,0,0,"Customer Service is ""da bomb"" but the printer isn't as good - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) There is no perfect printer.",0.0,0.0,0.0,0.0,0.0,0.0
1887,0,0,0,0,0,0,"Of course, I bought the printer knowing I could replace the inks individually, which was a priority for me.",0.0,0.0,0.0,1.0,0.0,0.0
12119,1,0,0,0,0,0,"I need specific info as to how to set up the printer ""wired"" now.",1.0,0.0,0.0,0.0,0.0,0.0
1283,0,0,0,0,1,1,"canon--shame on you - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) says it's out of paper--when it's not--happens much too often-- slow to start up but when finally it's ready to go--it prints quickly-- print quality is very good--I guess that's all I should worry about-- but the ""paper out"" problem is annoying.",0.0,0.0,0.0,0.0,0.0,1.0
3198,1,0,0,0,0,0,"SO - if you want to print directly on discs, an Epson is probably a better choice because they have a very straightforward utility that lets you set up the parameters of your disc (including printable area etc.), and then place and warp text and add any graphics you want.",1.0,0.0,0.0,0.0,0.0,0.0
14649,0,0,0,0,0,0,"Photo prints using both BLACK and MAGENTA ink, so that all the gray tones in the photo are reddish.",0.0,0.0,0.0,0.0,0.0,0.0
2227,0,1,0,0,0,0,But nothing in these forums solved my problem - my printer really was offline as far as wireless and cloud printing was concerned.,0.0,1.0,0.0,0.0,0.0,0.0
8769,0,0,0,0,0,0,"A little buggy with Google print, but excellent - It's fast, clean and not too loud.",0.0,0.0,0.0,0.0,0.0,1.0
5365,0,0,0,0,1,0,"When aligning the print head after first install, load the special paper in the bottom tray (which is not as noticeable as the middle tray).",0.0,0.0,0.0,0.0,1.0,0.0
8045,0,0,0,0,0,1,Both color and black print is excellent.,0.0,0.0,0.0,0.0,0.0,1.0
14695,0,0,0,0,0,0,I think it worsens after paper jam that i don't know how long was that in my printer.,0.0,0.0,0.0,0.0,0.0,0.0
13782,0,0,0,0,0,0,"My printer says the paper is jammed, but there is no paper jam.",0.0,0.0,0.0,0.0,0.0,0.0
14379,0,1,0,0,0,0,"This is my 2nd Canon printer, and the only reason I retired my other one (mx860, gave it to my daughter...it's still running strong after 3 years) is because I wanted the wireless printing for my ipad and phone.",0.0,1.0,0.0,0.0,0.0,0.0
8487,0,1,0,0,1,0,Was able to send to the printer via iPad but it always went to the wrong paper tray when I tried to print from my iPhone.,0.0,1.0,0.0,0.0,1.0,0.0
7116,1,0,0,0,0,0,GREAT PRINTER - Love the printer but wireless set up is a #@&%$.,1.0,1.0,0.0,1.0,0.0,0.0
7092,0,1,1,0,0,0,"Like other reviewers, the Cloud Print feature was a huge selling point--who wouldn't want to print wirelessly from iPad, iPod, Android, laptop, Chromebook, and desktop?",0.0,1.0,1.0,0.0,0.0,0.0
16114,0,0,0,0,0,1,"Before I buy a printer I always check aftermarket print cartridges, they are cheap for this Canon model.",0.0,0.0,0.0,1.0,0.0,0.0
10910,0,1,0,0,0,0,"I could copy, print wirelessly and fax.",0.0,1.0,0.0,0.0,0.0,0.0
2918,0,0,0,1,0,0,"Good printer at a fair value - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) A really good MFP for the price.",0.0,0.0,0.0,1.0,0.0,0.0
7638,0,0,0,0,0,0,"- Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) question to canon- I have the same problem when airprinting from my iPhone/Ipad/mac apps which does not provide settings for paper size.",0.0,0.0,0.0,0.0,0.0,0.0
222,0,0,0,0,0,0,Aside: Canon's ink cartridges are very expensive.,0.0,0.0,0.0,0.0,0.0,0.0
19873,0,0,0,0,0,0,I've even replaced the ink cartridges and it still happens.,0.0,0.0,0.0,0.0,0.0,0.0
18870,0,0,0,0,0,0,maybe if you can get this piece of crap to realize it has paper in the tray it ... - maybe if you can get this piece of crap to realize it has paper in the tray it might be a good printer.,0.0,0.0,0.0,0.0,1.0,0.0
512,0,0,0,0,0,1,Sounds like it's printing but paper is blank.,0.0,0.0,0.0,0.0,0.0,1.0
3733,0,0,0,0,0,0,"Three months of perfect (expensive) operation, then died - customer service so-so - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Purchased this printer in April 2014.",0.0,0.0,0.0,0.0,0.0,0.0
6479,1,0,0,0,0,0,It was a difficult set up.,1.0,0.0,0.0,0.0,0.0,0.0
16306,1,0,0,0,0,0,"I have scanned since upgraded to 10 but, not since we moved and a new wireless network was set-up.",1.0,1.0,0.0,0.0,0.0,0.0
1477,0,0,0,0,0,1,"Excellent printing - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) The only problem is that the instruction book is badly organized.",0.0,0.0,0.0,0.0,0.0,0.0
14009,0,1,1,0,0,0,"To ensure the most accurate information is provided, we will need to know the printer model you are using, how it is connected (USB or wireless), and the version of Windows and/or Mac you are using.",0.0,1.0,1.0,0.0,0.0,0.0
17914,0,1,0,0,0,0,Printer consistently drops internet and AirPrint - Spent a lot of money for a printer that says it is AirPrint enabled.,0.0,0.0,0.0,0.0,0.0,0.0
4151,0,0,0,0,1,0,"Paper tray underneath, so can't see at a glance when running low.",0.0,0.0,0.0,0.0,1.0,0.0
3036,0,0,1,0,0,0,"I awoke in the middle of the night to it constantly rebooting it self, adding insult to injury the display window says "" power was not turned off correctly the last time .""",0.0,0.0,1.0,0.0,0.0,0.0
2851,0,0,0,0,0,0,The flip down front door broke within a week.,0.0,0.0,0.0,0.0,0.0,0.0
19033,1,0,0,0,0,0,Easy setup...,1.0,0.0,0.0,0.0,0.0,0.0
18885,1,0,0,0,0,0,"Printer setup was easy, but took three tries.",1.0,0.0,0.0,0.0,0.0,0.0
2830,1,0,0,0,0,0,"Fax function is much easier than many MFunction machines, all setups and menus are useful.",0.0,0.0,0.0,0.0,0.0,0.0
9015,1,0,0,0,0,0,"Once the Mini Master Setup file has been installed, please install the other two items in the Recommended for You section of the webpage.",1.0,0.0,0.0,0.0,0.0,0.0
17798,0,1,0,0,0,0,Now I can't even get it to reconnect to the network.,0.0,1.0,0.0,0.0,0.0,0.0
613,0,1,0,0,0,1,"Good quality output but drops wireless a LOT. - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I got this as a replacement for an 880 which was taking longer and longer to prepare itself for each print job (minutes, sometimes).",0.0,0.0,0.0,0.0,0.0,0.0
5788,0,0,0,0,0,0,love the look and features of the printer - What's great about it: Easy to use - instructions on printer . What's not so great: Could be faster The Canon printer is very sleek and attractive.,1.0,0.0,0.0,0.0,0.0,0.0
5643,0,0,1,0,0,0,"The bottom line is, whenever I get the ""set the pc"" message, I am only two clicks from getting it working.",0.0,0.0,1.0,0.0,0.0,0.0
18251,0,0,0,0,1,0,Is there anything that can be done to realign the paper feed to produce straighter scans?,0.0,0.0,0.0,0.0,1.0,0.0
8913,0,0,0,0,0,0,The third one died while it was printing and would not accept a replacement ink cartridge.,0.0,0.0,0.0,0.0,0.0,0.0
16706,0,1,0,0,0,0,"The wireless function has worked time after time, unlike my other all-in-one printer.",0.0,1.0,0.0,0.0,0.0,0.0
16550,0,1,1,0,0,0,It prints fine from my desktop running windows 10 but stubbornly refuses the print from the google cloud.,0.0,0.0,1.0,0.0,0.0,0.0
1842,1,1,0,0,0,0,Installation and connection to my network was very easy.,1.0,0.0,0.0,0.0,0.0,0.0
14396,0,0,0,0,0,0,If there is any downside it is the size (pretty large) and the speed (printing is pretty slow).,0.0,0.0,0.0,0.0,0.0,0.0
6330,0,0,0,0,0,0,"- I haven't used this printer very long, but it's much more solidly built than others I've had in the same price range.",0.0,0.0,0.0,1.0,0.0,0.0
17799,1,0,0,0,0,0,Either I got a lemon or this is a bad printer with a bad wireless set up.,1.0,1.0,0.0,0.0,0.0,0.0
19045,0,0,0,0,0,0,I reinstalled the drivers from 2 different computers and it didn't help.,0.0,1.0,0.0,0.0,0.0,0.0
14071,0,0,1,0,0,0,"I was able to get it to work using Windows' generic scanner driver, but had to install the Scanner Network Tool manually to work with the printer since the driver is not compatible.",1.0,0.0,1.0,0.0,0.0,0.0
1685,0,0,0,0,0,0,How is it chewing through so much ink?,0.0,0.0,0.0,0.0,0.0,0.0
16759,0,0,0,1,0,0,Ink prices are affordable too.,0.0,0.0,0.0,1.0,0.0,0.0
12914,1,0,0,0,0,0,Recently installed Family Tree Maker and perhaps an MS Office update.,1.0,0.0,0.0,0.0,0.0,0.0
1908,0,0,0,0,0,1,"I am still using my laser printer for black and white, but have printed, scanned, and copied color documents that are perfect.",0.0,0.0,0.0,0.0,1.0,0.0
224,0,0,0,1,0,0,"I opted to by this third party set: The ink quality appears to be the same as Canon's, and and a considerably reduced price.",0.0,0.0,0.0,1.0,0.0,0.0
5059,0,0,0,0,0,0,It's quiet and pretty speedy too.,0.0,0.0,0.0,0.0,0.0,0.0
4268,0,1,0,0,0,0,"I've updated the drivers, I've reestablished the wifi connection, cycled it on/off......",0.0,1.0,0.0,0.0,0.0,0.0
6878,0,0,0,0,0,0,"When I did, I used the menu to tell it look for cloud print jobs, there were none at that time.",0.0,0.0,0.0,0.0,0.0,0.0
7903,0,0,0,0,0,0,This is due to the calibration of the heads prior to printing) Large Footprint Noisy Heavy,0.0,0.0,0.0,0.0,0.0,0.0
2477,1,0,0,0,0,0,"Unpacking the unit, with all the tape, etc on the printer will take a few minutes and I strongly suggest you read the instructions, even if you have installed a dozen printers before.",1.0,0.0,0.0,0.0,0.0,0.0
980,0,0,0,0,0,0,As others say it's a slow start up but at least it gets there and gets the job done quite well.,0.0,0.0,0.0,0.0,0.0,0.0
3438,0,0,0,0,0,0,It is a trifle bulky but does not make as much noise as some others had mentioned in their reviews.,0.0,0.0,0.0,0.0,0.0,0.0
6234,0,0,0,0,0,1,"The print quality is very good, and it is fast once it gets going, but the start up time is exceptionally slow.",0.0,0.0,0.0,0.0,0.0,1.0
17821,0,0,0,0,0,0,"It starts and prints out very slowly, uses a lot of ink.",0.0,0.0,0.0,0.0,0.0,0.0
10003,0,1,0,0,0,0,"When you give a client access to your wireless network, the client doesn't need to enter the network password.",0.0,1.0,0.0,0.0,0.0,0.0
11955,0,0,0,0,0,0,Now it gives the same message if I try to print a 6x4 photo from the upper cassette.,0.0,0.0,0.0,0.0,1.0,0.0
1548,0,1,0,0,0,0,"Seriously, it will not stay connected, it is always offline even if I leave it plugged in and on all the time.",0.0,1.0,0.0,0.0,0.0,0.0
3389,0,0,0,0,1,0,Paper loading in the bottom tray isn't as easy as the Canon MP210 that I replaced.,0.0,0.0,0.0,0.0,0.0,0.0
8561,0,0,0,0,0,1,"When it finally prints, the quality is fine, but I have to plan on at least 5 minutes each time I want to print something, and often longer.",0.0,0.0,0.0,0.0,0.0,1.0
16364,0,0,0,0,0,0,"So that the Community can help you better, we will need to know exactly which version of Mac OS X is running on your MacBook Pro and your Mac mini.",0.0,0.0,0.0,0.0,0.0,0.0
10541,0,0,0,1,0,0,Canon has solid printers but the ink is so expensive!,0.0,0.0,0.0,0.0,0.0,0.0
5000,0,1,0,0,0,0,had problems with wireless connections two compute - exchanged for an HP printer which is more user friendly.,0.0,0.0,0.0,0.0,0.0,0.0
6524,1,0,0,1,0,0,Good value in an all in one - What's great about it: Easy setup.,1.0,0.0,0.0,1.0,0.0,0.0
1072,0,0,0,0,1,0,"Two Issues: (1) As other reviewers have pointed out, it is noisy, especially on startup and at times when feeding paper, clunky sounding.",0.0,0.0,0.0,0.0,1.0,0.0
3280,0,1,0,0,0,0,The printer was connected and working in less than five minutes. -Buttons: A lot of the printers that I looked at had touch screens..,0.0,0.0,0.0,0.0,0.0,0.0
4224,0,0,1,0,0,0,Windows 10 64,0.0,0.0,1.0,0.0,0.0,0.0
17153,0,0,1,0,0,0,"In the Browse window, click on the CANON_IJ CDROM.",0.0,0.0,1.0,0.0,0.0,0.0
14470,1,0,0,0,0,0,- The MX 922 is fairly inexpensive but seems very reliable with an easy set up.,1.0,0.0,0.0,0.0,0.0,0.0
538,0,1,0,0,0,0,I memorized my home network's passcode and eventually got it to connect with the router.,0.0,1.0,0.0,0.0,0.0,0.0
8265,0,0,0,0,0,0,First problem Error 1403 printhead error.,0.0,0.0,0.0,0.0,0.0,0.0
8322,1,0,0,0,0,0,"The cons: it's noisy, takes a bit for it to get set up when you first turn it on (the warm up ok though), takes a min to shut off and again noisy.",1.0,0.0,0.0,0.0,0.0,0.0
10077,0,0,0,0,0,0,I have cleaned the print heads and the printer tells me there are not clogged heads.,0.0,0.0,0.0,0.0,0.0,0.0
6810,1,0,0,0,0,0,"No need to enter codes or passwords--just have the AirPort search for the printer, then have the printer do a WLAN Setup to look for a connection.",1.0,0.0,0.0,0.0,0.0,0.0
289,0,0,0,0,0,0,I do not care for the scanning software however.,0.0,0.0,0.0,0.0,0.0,0.0
3815,0,0,0,0,0,0,There is no hard wired connection between the printer and the Mac.,0.0,0.0,0.0,0.0,0.0,0.0
19503,0,0,0,0,0,0,"If I had to rely on Canon cartridges I would be broke, but thankfully the after market cartridges work great, and they cost a lot less than OEM.",0.0,0.0,0.0,1.0,0.0,0.0
11920,0,1,1,0,0,0,"The PC, laptop and printer are all on my home wireless network.",0.0,1.0,1.0,0.0,0.0,0.0
7832,1,0,0,0,0,0,it's an OK ink-eating block of a printer. - It works and was able to set it up to work with wifi.,1.0,0.0,0.0,0.0,0.0,0.0
2033,0,0,0,0,0,0,"Ran the test and then went to print, the paper got jammed about 30 times and I am out 100 dollars!",0.0,0.0,0.0,0.0,0.0,0.0
11054,0,0,1,0,0,0,Was it on the printer via that little window or on the PC in the Canon software?,0.0,0.0,1.0,0.0,0.0,0.0
8333,0,0,0,0,0,0,the blows threw so much ink and it is SO EXPENSIVE...,0.0,0.0,0.0,0.0,0.0,0.0
6299,0,0,0,0,0,0,"Pros: Dries Quickly, Sharp Tones & Colors Cons: Different Cartridge Best Uses: Everyday documents, Graphics & Charts, Photos, Professional Documents Describe Yourself: Frequent User Primary use: Personal Bottom Line: Yes",0.0,0.0,0.0,0.0,0.0,0.0
5998,0,0,0,0,0,1,The print quality is good.,0.0,0.0,0.0,0.0,0.0,1.0
10661,0,0,0,0,0,0,"I'm very pleased with this printer, although it's a bit noisy.",0.0,0.0,0.0,0.0,0.0,0.0
17790,0,1,0,0,0,0,- Had major wifi connection problems!,0.0,1.0,0.0,0.0,0.0,0.0
9060,0,0,0,0,0,0,Re: mx922 prints photo dark and hazy - purchased this MX922 because of the very good reviews it had.,0.0,0.0,0.0,1.0,0.0,0.0
6559,0,0,0,0,0,0,"I particularly like that you can choose to print in black/white only without changing internal print settings and the printer then uses the XL black cartridge, saving the other colors for quality color printing.",0.0,0.0,0.0,0.0,0.0,1.0
14400,0,0,0,0,0,0,Slow but good quality - This is our 2nd one. 1st one lasted 2 years before print head went bad.,0.0,0.0,0.0,0.0,0.0,1.0
15008,0,0,0,0,0,0,"If you see the message ""No camera or scanner is selected,"" hover your mouse over ""Shared,"" then press ""Show.""",0.0,0.0,0.0,0.0,0.0,0.0
14141,0,0,0,0,0,0,Here is a link to that utility which includes the scanner driver.,0.0,0.0,0.0,0.0,0.0,0.0
4760,0,0,0,0,0,0,"Only other drawback, is it is a relatively loud printer at startup and ink refresh.",0.0,0.0,0.0,0.0,0.0,0.0
7704,0,0,0,0,0,0,"As I am writing this I have been waiting about 15 min. for a document to print out, while the printer continues to make noise and send me error messages.",0.0,0.0,0.0,0.0,0.0,0.0
8608,0,0,0,0,0,0,"I love the auto print on back feature, and ink life is good running on the XL cartridges.",0.0,0.0,0.0,0.0,0.0,0.0
17676,0,0,0,0,0,0,I also started having the pink printing issue when copying a black and white document on my MX922.,0.0,0.0,0.0,0.0,0.0,0.0
9009,1,0,0,0,0,0,"Next, please click on the red arrow next to the ""RECOMMENDED FOR YOU"" section and click the MINI MASTER SETUP file.",1.0,0.0,0.0,0.0,0.0,0.0
2354,0,0,0,0,0,0,"This is my third Canon printer but probably my last, since Canon is so clueless about how to perform Customer Service.",0.0,0.0,0.0,0.0,0.0,0.0
9663,0,0,0,0,0,0,"Noisy and slow - I've had this for only a short time, but I'm somewhat under-whelmed by this model.",0.0,0.0,0.0,0.0,0.0,0.0
18152,0,0,0,0,0,0,"The Link Quality indicates the signal quality excluding the noise while communicating, ranging from 0% to 100%.",0.0,0.0,0.0,0.0,0.0,0.0
2923,1,0,0,0,0,0,"Now it's got bigger and makes more noise, taking more time to set it up.",1.0,0.0,0.0,0.0,0.0,0.0
19271,0,0,0,0,0,0,not bad - Not the fastest printer.,0.0,0.0,0.0,0.0,0.0,0.0
9410,0,1,0,0,0,0,"Re: MX925 printout stops half way through - At this point, I'm assuming the issue was that I was printing wirelessly.",0.0,1.0,0.0,0.0,0.0,0.0
19003,0,0,0,0,0,0,I am tossing this printer out as soon as the ink is gone.,0.0,0.0,0.0,0.0,0.0,0.0
423,1,0,0,0,0,0,It was a little tricky to set up because the directions weren't very clear in setting up the wireless mode.,1.0,0.0,0.0,0.0,0.0,0.0
117,0,0,0,0,0,0,"To this day, I still get printer offline errors.",0.0,1.0,0.0,0.0,0.0,0.0
10108,1,0,0,0,0,0,Press the SETUP button.,1.0,0.0,0.0,0.0,0.0,0.0
9400,0,0,0,0,0,0,Scanning is no different on 10.9 than 10.8 its the drivers for the printers that are different and that is up to the mfg.'s sometimes you have to go to their site and download them.,0.0,0.0,0.0,0.0,0.0,0.0
6353,0,0,0,0,0,0,First died after 4 years of heavy use.,0.0,0.0,0.0,0.0,0.0,0.0
5119,0,0,0,0,0,0,Great Tech support if needed.,0.0,0.0,0.0,0.0,0.0,0.0
7989,0,0,0,0,0,0,"Scangear basic mode has a preview, but I don't know why because there is almost nothing it lets you adjust, in basic mode you might as well skip the preview and just direct scan it.",0.0,0.0,0.0,0.0,0.0,0.0
9601,0,0,0,0,1,1,"It also seems to use more ink than the hp printers I have had. 4. although the instructions for printing envelopes are clear enough, I could not get envelopes to feed, either a single envelope or a stack of them.",0.0,0.0,0.0,0.0,1.0,0.0
5854,0,0,0,0,0,0,I hated my HP for saying there is no ink and refusing to print even though there was a lot of ink in the cartridge.,0.0,0.0,0.0,0.0,0.0,0.0
15382,0,0,1,0,0,0,"Under the Services Tab, click on 'Hide all Microsoft Services' at the bottom of the window just above the OK button.",0.0,0.0,1.0,0.0,0.0,0.0
11682,0,0,0,1,0,0,"Now I am stuck with a piece of junk that I thought I was getting for a good deal - being a student, wasting money is probably the most frustrating part of this whole purchase!",0.0,0.0,0.0,1.0,0.0,0.0
7097,1,0,0,0,0,0,"I will let other negative reviews inform prospective buyers of the dozens of set up hours, required range extenders if your house/apartment has walls between the router and the printer.",1.0,0.0,0.0,0.0,0.0,0.0
8024,0,1,0,0,0,0,Internet connectivity is terrible with this.,0.0,1.0,0.0,0.0,0.0,0.0
6987,1,0,0,0,0,0,It took forever to get it to go through the full install without errors.,1.0,0.0,0.0,0.0,0.0,0.0
8559,0,1,0,0,0,0,I have to mess with all the settings and reenter my wifi password almost every time I want to print because it can't find the network.,0.0,1.0,0.0,0.0,0.0,0.0
14064,0,0,0,0,0,0,We look forward to hearing from you!,0.0,0.0,0.0,0.0,0.0,0.0
5859,0,0,1,0,0,0,"If the printer is hard wired into the network, the Surface RT had no issues with printing.",0.0,1.0,0.0,0.0,0.0,0.0
18415,0,0,0,0,0,0,The message says to remove all tape (or whatever) which I have done completely.,0.0,0.0,0.0,0.0,0.0,0.0
13253,0,1,1,0,0,0,Like MAGIC...it will change the direction in the Canon Pixma MX922 window and bring right up: ALL the wifi potential connections in the vicinity of this printer.,0.0,0.0,1.0,0.0,0.0,0.0
8753,1,0,0,0,0,0,The MX922 was easy to setup and connect to my network.,1.0,0.0,0.0,0.0,0.0,0.0
10031,0,1,0,0,0,0,"Re: My Mx922 only prints half a page - Hello, The printer is connected via wireless.",0.0,1.0,0.0,0.0,0.0,0.0
4873,0,1,0,0,0,0,Prints wirelessly wonderfully!,0.0,1.0,0.0,0.0,0.0,0.0
12959,0,0,0,0,1,0,Load paper back into the ASF or cassette.,0.0,0.0,0.0,0.0,1.0,0.0
17343,0,0,0,0,0,0,I have a white paper ring around the paper guide that sticks out so I will not break it off.,0.0,0.0,0.0,0.0,0.0,0.0
3619,0,0,1,0,0,0,"BUT if your a sap, and just need a good all around -its ok- NOT DAILY USAGE **and** MUST USE DIRECT TO COMPUTER LAN CABLE...this is for you, however if you're a student, or high end user needing DAILY USE with multiply computers (Laptops/smart phone etc) PASS THIS get an ""Epson WorkForce WF-2540 Wireless"" with the ""Gigablock CIS CISS Continuous Ink Supply System"" - total around $140 and YOU WILL BE IN HOG HEAVEN...",1.0,0.0,0.0,0.0,0.0,0.0
14288,0,0,0,0,0,0,I can hear the rollers in the back making noise but nothing is happening.,0.0,0.0,0.0,0.0,0.0,0.0
19027,0,0,1,0,0,0,"I have upgrade software, downloaded patches, turn it on and off, ensured the print cartridges are full with ink, it is finicky with both Windows & Mac operating systems.",0.0,0.0,1.0,0.0,1.0,0.0
19166,0,0,0,0,0,0,"Canon stand behind your junk - Quit working less than two years after purchase, very low volume printing and Canon wants more for parts than I spent on the printer",0.0,0.0,0.0,0.0,0.0,0.0
4035,0,0,0,0,0,0,. What's not so great: I have an apple computer and it was a bit of a challenge to get the scanning to work.,0.0,0.0,0.0,0.0,0.0,0.0
5592,0,0,0,0,0,0,The printer works via the router with my iPad.,0.0,1.0,0.0,0.0,0.0,0.0
8755,0,0,0,1,0,0,"A few things to mention, can't really call them ""cons."" - The MX922 is a good deal larger than the MX822.",0.0,0.0,0.0,1.0,0.0,0.0
10646,0,0,0,0,0,1,"As it says above, the print quality is great.",0.0,0.0,0.0,0.0,0.0,1.0
